GTIP KODU,AÇIKLAMASI
820140000011,Baltalar
820520000012,Balyozlar
200591000000,Bambu filizi
940152000000,Bambudan
440210000000,Bambudan olanlar
441210000000,Bambudan olanlar
441891000000,Bambudan olanlar
482361000000,Bambudan olanlar
940382000000,Bambudan olanlar
140110000000,Bambular
070999900011,Bamya
071290900015,Bamya
120991800022,Bamya tohumu
845521000012,Bandaj ve vagon tekerleklerine mahsus hadde makinaları
520821100000,"Bandaj, sargı bezi ve gazlı bez imalinde kullanılan mensucat"
520811100000,"Bandaj, sargı ve gazlıbez imalinde kullanılan mensucat"
847290809013,Banknot sayma makinası
480255159911,Banknot ve benzeri kıymetli evraka mahsus kağıtlar
480255259911,Banknot ve benzeri kıymetli evraka mahsus kağıtlar
480255309911,Banknot ve benzeri kıymetli evraka mahsus kağıtlar
480255909911,Banknot ve benzeri kıymetli evraka mahsus kağıtlar
480256809911,Banknot ve benzeri kıymetli evraka mahsus kağıtlar
490700300000,Banknotlar
392210000011,Banyo küvetleri
293949000015,Barbexaclon
293353100021,Barbital (INN)
293353100022,Barbitalin tuzları
293920009011,Barbiturate de kinidin
071333100011,Barbunya
071333900011,Barbunya
070820000012,Barbunya (kabuklu)
070820000013,Barbunya (kabuksuz)
282619909012,Baryum
283410001000,Baryum
284190852000,Baryum aluminat ve kobalt aluminat
282760002013,Baryum iyodür ve oksiiyodür
283660000000,Baryum karbonat
282919000013,Baryum klorat
282739854000,Baryum klorür
284150009014,Baryum kromat
320620000011,Baryum kromat esaslı pigmentler
283429201000,Baryum nitrat
282749904000,Baryum oksiklorür
283699903000,Baryum perkarbonatlar
283090859021,Baryum polisülfür
283327000000,Baryum sülfat
283090859011,Baryum sülfürler
902620802000,Basınç kontrol anahtarları
730711100000,Basınç sistemlerinde kullanılan türde olanlar
170490810000,Basınçla elde edilen tabletler
845430100000,Basınçlı döküm makinaları
400921001000,Basınçlı hava çekiçleri için özel hortumlar (asgari 40 atmosfer basınçla
400941001000,Basınçlı hava çekiçleri için özel hortumlar (asgari 40 atmosfer basınçla
842430100000,Basınçlı hava ile çalışanlar
901910900013,Basınçlı su ile masaj yapan hidro banyo sistemleri
294190000012,Basitrasin ve türevleri;bunların tuzları
853669300000,Baskı devreler için olanlar
480255151000,Baskı ve yazı kağıtları
480255251000,Baskı ve yazı kağıtları
480255301000,Baskı ve yazı kağıtları
480255901000,Baskı ve yazı kağıtları
480256801000,Baskı ve yazı kağıtları
480257001000,Baskı ve yazı kağıtları
480258101000,Baskı ve yazı kağıtları
480258901000,Baskı ve yazı kağıtları
970199005000,Baskı yapılmış resim veya dekoratif motiflerle süslenmiş olanlar
844331000000,"Baskı, kopyalama veya faks geçiş fonksiyonlarının iki veya daha"
500720710000,Baskılı
500790900000,Baskılı
551219100000,Baskılı
551229100000,Baskılı
551299100000,Baskılı
551511300000,Baskılı
551512300000,Baskılı
551519300000,Baskılı
551521300000,Baskılı
551591300000,Baskılı
551599400000,Baskılı
551614000000,Baskılı
551624000000,Baskılı
551634000000,Baskılı
551644000000,Baskılı
551694000000,Baskılı
392020210011,Baskılı olanlar
392010240000,Baskılı olmayan Streç film (strech film)
842330101000,Basküller
842330901000,Basküller
842382891000,Basküller
853650110000,Basma düğmeli olanlar
591190990011,Basma makinalarına mahsus blanketler
732020810000,Basma yaylar
660200000000,"Bastonlar, iskemle bastonlar, kamçılar, kırbaçlar ve benzerleri"
070511000000,Baş marul
120991800023,Baş salata tohumu
847751000014,Başka bir usulle şekil verilmesine mahsus makinalar
110620100000,Başka maddeler katılmış (denature)
521211900000,Başka surette karışık olanlar
521212900000,Başka surette karışık olanlar
521213900000,Başka surette karışık olanlar
521214900000,Başka surette karışık olanlar
521215900000,Başka surette karışık olanlar
521221900000,Başka surette karışık olanlar
521222900000,Başka surette karışık olanlar
521223900000,Başka surette karışık olanlar
521224900000,Başka surette karışık olanlar
521225900000,Başka surette karışık olanlar
410441199000,Başka şekilde hazırlanmış olanlar
410449199000,Başka şekilde hazırlanmış olanlar
430220000000,"Başlar, kuyruklar, pençeler ve diğer parçalar ve kırpıntılar"
430190000000,"Başlar,kuyruklar,pençeler ve kürkçülüğe elverişli diğer"
070521000000,Başlı hindiba (Cichorium intybus var. folioeum)
382499920022,"Başlıca [o2 dialkyl (methyl, ethyl, npropyl veya isopropyl)"
382499920018,"Başlıca [S2(dialkyl (methyl, ethyl, npropyl veya isopropyl) amino)"
382499920021,"Başlıca alkyl (methyl, ethyl, npropyl veya isopropyl) phosphonyl"
382499920024,"Başlıca dialkyl (methyl, ethyl, npropyl veya isopropyl) N,Ndialkyl"
382499920032,"Başlıca fosfor atomuna bağlı bir metil, etil, npropil veya isopropil"
262040000000,Başlıca muhtevası aluminyum olanlar
262030000000,Başlıca muhtevası bakır olanlar
262099400000,Başlıca muhtevası kalay olanlar
262099100000,Başlıca muhtevası nikel olanlar
262099200011,Başlıca muhtevası niobyum olanlar
262099200012,Başlıca muhtevası tantalyum olanlar
262099600000,Başlıca muhtevası titanyum olanlar
382499920023,"Başlıca N,N dialkyl (methyl, ethyl, npropyl veya isopropyl)"
382499920025,"Başlıca N,Ndialkyl (methyl, ethyl,npropyl veya isopropyl)"
382499920031,"Başlıca N,Ndialkyl (methyl, ethyl,npropyl veya isopropyl)"
382499920026,"Başlıca N,Ndimethyl2aminoethanol veya N,Ndiethyl2amino"
382499920016,"Başlıca o alkyl (£ C10, cycloalkyl içeren ) alkyl (methyl, ethyl"
382499920017,"Başlıca o alkyl (£ C10, cycloalkyl içeren ) N,Ndialkyl (methyl,"
121221001000,"Başlıca tababette, parfümeride ve benzeri işlerde kullanılanlar"
121229001000,"Başlıca tababette, parfümeride ve benzeri işlerde kullanılanlar"
630221000011,Batik metodu ile elde baskı yapılmış olanlar
630419101011,Batik metodu ile elde baskı yapılmış olanlar
630419109011,Batik metodu ile elde baskı yapılmış olanlar
630492001011,Batik metodu ile elde baskı yapılmış olanlar
630492009011,Batik metodu ile elde baskı yapılmış olanlar
871680009012,"Bayındırlık, inşaat ve benzeri işlerde kullanılan tek tekerlekli el arabaları"
070690300000,Bayır turbu (Cochlearia armoracia)
291829008113,Bazik bizmut gallat
283429804000,Bazik bizmut nitrat
320413000000,Bazik boyalar ve esası bu boyalar olan müstahzarlar
285210001600,Bazik cıva sülfat
320290000011,Bazik krom sülfat
285210001700,Bazik olmayan cıva sülfat
300241902013,BCG aşısı
220422240000,Beaujolais
220429240000,Beaujolais
220421440000,Beaujotais
871500100000,Bebek arabaları
842959001011,Beko loder
020319130000,Bel kısmı ve bunların parçaları
020329130000,Bel kısmı ve bunların parçaları
021019400000,Bel kısmı ve parçaları
021019700000,Bel kısmı ve parçaları
854232390000,Bellek kapasitesi 512 Mbit'i geçenler
854232690000,Bellek kapasitesi 512 Mbit'i geçenler
854232310000,Bellek kapasitesi 512 Mbit'i geçmeyenler
854232610000,Bellek kapasitesi 512 Mbit'i geçmeyenler
820110000011,Beller
290399800012,Benzal klorür
291221000000,Benzaldehit
290220000000,Benzen (benzol)
293149800031,Benzen fosfonik asit (fenil fosfonik asit)
292700000011,Benzendiazonyum klorür (fenildiazonyum klorür)
290410000011,Benzensülfonik asitler ve tuzları
292146000013,Benzfetamin (INN)
293399809043,Benzidamin
293399809044,Benzidamin hidroklorür
292159900011,Benzidin
381220100000,"Benzil 3 izobutiriloksi 1 izopropil 2,2 dimetilpropil ftalat ve benzil"
290621000000,Benzil alkol
291539005111,Benzil asetat
291631009013,Benzil benzoat
291560190016,Benzil butirat
290399800011,Benzil klorür
291513001000,"Benzil, bornil,stronelil, jeranil, izobornil, linalil, mentil, feniletil,"
293399801000,Benzimidazol2tiol (merkaptobenzimidazol )
271012700000,Benzin tipi jet yakıtı
291439000014,Benzofenon
291631009011,Benzoik asit
291631009019,Benzoik asitin diğer tuz ve esterleri
291632002000,Benzoil klorür
291632001000,Benzoil peroksit (dibenzoil peroksit)
270710000000,Benzol (benzen)
292690700012,Benzonitril
851690000013,Berber işlerine ait olanlar
040690170000,"Bergkaese, Appenzell"
811213000011,Berilyum döküntüleri
811213000012,Berilyum hurdaları
283699179011,Berilyum karbonatlar
283429203011,Berilyum nitrat
282590200000,Berilyum oksit ve hidroksit
811212000012,Berilyum tozları
811219000012,Berilyumdan eşya
160419940000,"Berlam balıkları (Merluccius spp., Urophycis spp.)"
291423000012,Beta iyonon
290715901000,Beta naftol
290715902012,Beta naftol tuzları
292249200000,Betaalanin
292390001012,Betain
292390001013,Betain hidroklorür
292390001019,Betainin diğer tuzları
290410000015,Betanaftil sülfonik asit ve tuzları
441840000000,Beton inşaat için kalıplar
870540000000,Beton karıştırıcı ile mücehhez kamyonlar
870590300000,Beton pompalama taşıtları
841340000000,Beton pompaları
847910000012,Beton serme ve dökme makinaları
847431000000,Beton veya harç karıştırıcılar
681099000011,Betondan bordür taşları
721499100000,Betonun takviyesinde kullanılan türde olanlar
721391100000,Betonun takviyesinde kullanılan türden olanlar
220421790000,Beyaz
220421810000,Beyaz
220421830000,Beyaz
220421930000,Beyaz
220421950000,Beyaz
220421970000,Beyaz
220422380000,Beyaz
220422790000,Beyaz
220422810000,Beyaz
220422830000,Beyaz
220422930000,Beyaz
220422950000,Beyaz
220422970000,Beyaz
220429380000,Beyaz
220429790000,Beyaz
220429810000,Beyaz
220429830000,Beyaz
220429930000,Beyaz
220429950000,Beyaz
220429970000,Beyaz
590800001000,Beyaz alevli lambalar için gömlekler
100310000011,Beyaz arpa
100390000011,Beyaz arpa
170490300000,Beyaz çikolata
170230500000,Beyaz kristal toz halinde (aglomere edilmiş olsun olmasın)
070490100011,Beyaz lahana
430219410000,Beyaz mantolu veya mavi sırtlı denilen kapişonlu fok yavruları
430230510000,Beyaz mantolu veya mavi sırtlı denilen kapişonlu fok yavruları
430310100000,Beyaz mantolu veya mavi sırtlı denilen kapişonlu fok yavruları
691110000011,Beyaz olanlar
691190000011,Beyaz olanlar
691200250011,Beyaz olanlar
040690320012,Beyaz peynir
040690320092,Beyaz peynir
080510240000,Beyaz portakallar
271019850000,"Beyaz yağlar, sıvı parafin"
480451000000,Beyazlatılmamış
470710000000,Beyazlatılmamış kraft kağıdı veya karton ya da oluklu kağıt
470610000011,Beyazlatılmamış linter pamuğu hamuru
200819190016,Beyazlatılmış kabuksuz fındık
200819950016,Beyazlatılmış kabuksuz fındık
481099100000,Beyazlatılmış kağıt ve karton (kaolin ile sıvanmış)
200819190021,Beyazlatılmış ve kavrulmuş fındıkların çıkıntıları
200819950021,Beyazlatılmış ve kavrulmuş fındıkların çıkıntıları
520911000000,Bez ayağı
520921000000,Bez ayağı
520931000000,Bez ayağı
520941000000,Bez ayağı
520951000000,Bez ayağı
521011000000,Bez ayağı
521021000000,Bez ayağı
521031000000,Bez ayağı
521041000000,Bez ayağı
521051000000,Bez ayağı
521111000000,Bez ayağı
521131000000,Bez ayağı
521141000000,Bez ayağı
521151000000,Bez ayağı
500720310000,Bez ayağı (düz dokunmuş)
500720210000,Bez ayağı (düz dokunmuş) (ağartılmamış veya temizlemeden
520842000000,Bez ayağı (m2. ağırlığı 100 gr. ı geçenler)
520852000000,Bez ayağı (m2. ağırlığı 100 gr. ı geçenler)
520831000000,Bez ayağı (m2. ağırlığı 100 gr. ı geçmeyenler)
520841000000,Bez ayağı (m2. ağırlığı 100 gr. ı geçmeyenler)
520851000000,Bez ayağı (m2. ağırlığı 100 gr. ı geçmeyenler)
071290900016,Bezelye
200490500011,Bezelye
071021000000,Bezelye (Pisum sativum)
293333000013,Bezitramide (INN)
821194000000,Bıçak ağızları
853610100012,Bıçaklı sigortalar
853610500012,Bıçaklı sigortalar
853610900012,Bıçaklı sigortalar
120991800024,Biber tohumu
121190860031,Biberiye
121190860041,Biberiye
330129499013,Biberiye yağı
392410000021,Biberonlar
392410000031,Biberonlar
010229050000,Bibos veya Poephagus alt cinsine ait olanlar
560741000000,Biçer bağlar ipleri
843390001001,Biçerdöver zıpkaları
440910183000,Biçilmiş uzun çöpler haline getirilmiş ağaçlar
440929999300,Biçilmiş uzun çöpler haline getirilmiş ağaçlar
392290009011,Bideler
950420001000,Bilardo tebeşirleri
850940000013,Bilenderler
210690200000,Bileşik alkol müstahzarları (içki imalinde kullanılan koku veren madde
847090000012,Bilet basma ve verme makinaları
902212000000,Bilgisayarlı tomografi cihazları
750210009011,Bilya şeklinde nikel
700210000000,Bilyalar
960860000000,Bilyalı kalemlerin yedek uçları (bir bilyalı uç ve mürekkep rezer
871200300000,Bilyalı rulmanı bulunan bisikletler
871200700011,Bilyalı rulmanı olmayanlar
848340302000,Bilyalı vidalar
701690400000,Bina veya inşaat için bloklar ve tuğlalar
903210202000,"Binalarda kullanılan, oda, fan coil ve klima termostatları"
392590100000,"Binaların kapıları, pencereleri, merdivenleri, duvarları veya diğer kısımlarına"
291616000000,Binapakril (ISO)
870321101000,Binek otomobilleri
870321901000,Binek otomobilleri
870322101000,Binek otomobilleri
870322901000,Binek otomobilleri
870324101000,Binek otomobilleri
870324901000,Binek otomobilleri
870331101000,Binek otomobilleri
870331901000,Binek otomobilleri
392099520000,Bioryante poli(vinil alkol) film (ağırlık itibariyle % 97 veya daha fazla
293339990028,Biperiden (INN)
854800300000,Bir baskılı devre veya diğer benzeri bir yüzeye monte edilmiş bir veya daha fazla
903300100000,Bir baskılı devre veya diğer benzeri bir yüzeye monte edilmiş bir veya daha fazla
842112000019,Bir defada kurutacağı çamaşırın kuru ağırlığı 6 kg.ı geçen
842112000011,Bir defada kurutacağı çamaşırın kuru ağırlığı 6 kg.ı geçmeyecek
901841000012,Bir kaide üzerine monte edilmiş diğer dişçilik teçhizatı ile kombine
730210280000,Bir metresinin ağırlığı 36 kg. dan az olanlar
730210220000,Bir metresinin ağırlığı 36 kg. veya daha fazla olanlar
854142000000,Bir modül halinde birleştirilmemiş veya panolarda düzenlenmemiş fotovoltaik hücreler
854143000000,Bir modül halinde birleştirilmiş veya panolarda düzenlenmiş fotovoltaik hücreler
890311000000,"Bir motorla donatılmış veya takılmak üzere tasarlanmış, yüksüz (net) ağırlığı"
890312000000,Bir motorla kullanılmak üzere tasarlanmamış ve yüksüz (net) ağırlığı
621210100000,Bir sütyen ve bir külot ihtiva eden setler
843320500000,Bir traktörle taşınmak veya çekilmek üzere imal edilmiş olanlar
853650050000,Bir transistör ve lojik chip (chipon chip technology) ihtiva eden elektronik
481099801000,Bir yüzü boyanmış altın veya gümüş yaldızlanmış veya krome edilmiş
210210901000,Bira mayası
210220111000,Bira mayası
210220191000,Bira mayası
843890009011,Biracılığa ait makina ve cihazların aksam ve parçaları
843840000000,Biracılığa mahsus makina ve cihazlar
230330000000,Biracılık ve damıtık içki sanayiinin posa ve artıkları
841989300000,Biriktirme yoluyla metal kaplamaya mahsus vakumbuhar teribatı
890393100000,Birim ağırlığı 100 kg.ı geçmeyenler
890690910000,Birim ağırlığı 100 kg.ı geçmeyenler
845210110000,"Birim değeri 65 €' den fazla olanlar (iskelet,tabla ve mobilyalar hariç)"
480840000000,"Birincil elyaf (kraft) kağıtlar, krepe edilmiş veya kıvrımlı (kabartma"
844399100000,"Birleştirilmiş elektronik aksam , parça ve aksesuar"
847321100000,"Birleştirilmiş elektronik aksam , parça ve aksesuar"
853890110000,Birleştirilmiş elektronik aksam ve parçalar
853890910000,Birleştirilmiş elektronik aksam ve parçalar
847329100000,"Birleştirilmiş elektronik aksam, parça ve aksesuar"
847330200000,"Birleştirilmiş elektronik aksam, parça ve aksesuar"
847340100000,"Birleştirilmiş elektronik aksam, parça ve aksesuar"
847350200000,"Birleştirilmiş elektronik aksam, parça ve aksesuar:"
293090959024,Bis (2kloretiltiyo) metan
293090959046,Bis (2kloretiltiyometil) eter
293149500000,Bis(1metilpentil) metilfosfonat
291739350000,"Bis(2etillheksil) benzen1,4dikarboksilat (DOTP)"
293070000000,Bis(2hidroksietil)sülfür (thiyodiglikol (INN))
290919900015,bis(diflorometil) eter (HFE134)
291100009011,bis(diflorometoksi) (difloro) metan (HFE236ca12)
390721000000,Bis(polioksietilen) metilfosfonat
290559989013,Bis(triflorometil)metanol
293149200000,"Bis[(5etil2metil2oksido1,3,2dioksafosfinan5il) metil]metilfosfonat"
871499900011,Bisiklet tekerleği
731511100000,Bisiklet ve motosikletler için transmisyon zincirleri
841420200000,Bisikletler ve motosikletler için el pompaları
851210000000,Bisikletlerde kullanılan türden aydınlatma veya gözle görülebilen
401150000000,Bisikletlerde kullanılanlar
401320000000,Bisikletlerde kullanılanlar
190590450000,Bisküviler
690740000000,Bitirme seramikleri
310560000000,Bitki besin maddeleri olan fosfor ve potasyumun ikisini de
280300002000,Bitkisel karalar
680800000000,"Bitkisel liflerden, samandan veya ağaç talaşından, ağaç"
650200001000,Bitkisel maddelerden olanlar
410640100000,Bitkisel ön dabaklama yapılmış
410622100000,Bitkisel ön dabaklama yapılmış Hint keçisi veya oğlakları (bazı işlemlere tabi
410530100000,Bitkisel ön dabaklama yapılmış Hint melezi (bazı işlemlere tabi tutulmuş olsun
480610000000,Bitkisel parşömen
160414210000,Bitkisel yağlarla hazırlanmış veya konserve edilmiş olanlar
160414310000,Bitkisel yağlarla hazırlanmış veya konserve edilmiş olanlar
160414410000,Bitkisel yağlarla hazırlanmış veya konserve edilmiş olanlar
380700909011,Bitkisel ziftler
854912200000,Bitmiş elektrik akümülatörleri
854913200000,Bitmiş elektrik akümülatörleri
854914200000,Bitmiş elektrik akümülatörleri
854919200000,Bitmiş elektrik akümülatörleri
854911100000,Bitmiş kurşun asitli akümülatörler
854912100000,Bitmiş primer hücreler ve bitmiş primer bataryalar
854913100000,Bitmiş primer hücreler ve bitmiş primer bataryalar
854914100000,Bitmiş primer hücreler ve bitmiş primer bataryalar
854919100000,Bitmiş primer hücreler ve bitmiş primer bataryalar
271410000000,Bitümenli veya yağlı şist ve katranlı kumlar
840991000017,Biyeller
840999000017,Biyeller
010649000011,Biyolojik mücadelede kullanılan parazit ve predatörler
010690009012,Biyolojik mücadelede kullanılan parazit ve predatörler
810610100012,Bizmut döküntüleri
810690100012,Bizmut döküntüleri
810610100013,Bizmut hurdaları
810690100013,Bizmut hurdaları
283699173000,Bizmut karbonat (bazik bizmut karbonat)
282739852011,Bizmut klorür
283429805000,Bizmut nitrat
810610100014,Bizmut tozları
810690100014,Bizmut tozları
290819001011,Bizmut tribromfenol
740200000011,Blister bakır
720690000012,Blok ve kütle halinde demir ve alaşımsız çelik
271320000012,Blown
845521000011,"Blum, kütük ve benzerlerini haddeleyerek enine kesitleri muayyen bazı"
620690900011,Bluzlar
844110100000,Bobin halindeki kağıtları kesme ve tekrar bobin halinde sarmaya
170490550000,Boğaz pastilleri ve öksürük için şekerler
860719900000,"Bojiler, bissel bojiler ve benzerlerinin aksam ve parçaları"
070952000000,Boletus cinsi mantarlar
700719100012,Bombeli camlar
700719200012,Bombeli camlar
700719800030,Bombeli camlar
830890001000,Boncuklar ve kesilmiş ince pullar
280450100000,Bor
284990100000,Bor karbür
281290000011,Bor triflorür
220421120000,Bordeaux
220421420000,Bordeaux
220422220000,Bordeaux
220429220000,Bordeaux
292219000021,Bornaprin
290619002011,Borneol (borneo kafurusu)
291539009113,Bornil asetat
284520000000,Boron10 içinde zenginleştirilmiş Boron ve bileşikleri
750720000000,Boru bağlantı parçaları
845510000000,Boru imaline mahsus hadde makinaları
830820000000,Boru şeklinde veya yarık saplı perçinler
401700009100,Boru ve hortumlar (gaz veya sıvı taşımak için bağlantı parçaları takılmış)
730422001000,Borular
730423001000,Borular
730424001000,Borular
730429101000,Borular
730429901000,Borular
920590500000,Borulu ve klavyeli orglar; armonyumlar ve klavyeli ve metal dilli
285000900000,Borürler
880212000000,Boş haldeki ağırlıkları 2000 kg.ı geçenler
880610900000,Boş haldeki ağırlıkları 2000 kg.ı geçenler
880629200000,Boş haldeki ağırlıkları 2000 kg.ı geçenler
880699200000,Boş haldeki ağırlıkları 2000 kg.ı geçenler
880211000000,Boş haldeki ağırlıkları 2000 kg.ı geçmeyenler
880610100000,Boş haldeki ağırlıkları 2000 kg.ı geçmeyenler
880629100000,Boş haldeki ağırlıkları 2000 kg.ı geçmeyenler
880699100000,Boş haldeki ağırlıkları 2000 kg.ı geçmeyenler
220421130000,Bourgogne (Burgundy)
220421430000,Bourgogne (Burgundy)
220422230000,Bourgogne (Burgundy)
220429230000,Bourgogne (Burgundy)
320190200012,Boya meşesi palamudu hülasası
960340900000,Boya pedleri ve ruloları
960340100000,"Boya, badana, vernik yapma ve benzeri işlerde kullanılan fırçalar"
321410900000,"Boyacılıkta kullanılan dolgu, sıvama maddeleri"
845140000013,Boyama makinaları
500720590000,Boyanmış
500790300000,Boyanmış
551612000000,Boyanmış
551622000000,Boyanmış
551632000000,Boyanmış
551642000000,Boyanmış
551692000000,Boyanmış
722699700021,Boyanmış olanlar
760611500000,"Boyanmış, verniklenmiş veya plastik maddeyle kaplanmış olanlar"
760612500000,"Boyanmış, verniklenmiş veya plastik maddeyle kaplanmış olanlar"
050790000011,Boynuzlar
843131000011,Boyu 1 metre ve üzeri asansör ışık perdesi (boy fotoseli)
853931100013,Boyu 1210 mm.den fazla doğrusal tüp floresans ampuller
853931100011,Boyu 590 mm.den az olan doğrusal tüp floresans ampuller (minyatür
853931100012,Boyu 590 mm.yi geçen fakat 1210 mm.yi geçmeyen doğrusal tüp
901890300011,Böbrek makinaları
300432000000,"Böbreküstü bezi hormonlarını, bunların türevleri ve"
081120590000,"Böğürtlen, dut ve loganberrier"
030453000000,"Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae,"
220820660000,Brendi veya Weinbrand
040690840000,Brie
270120000011,Briketler
480255155011,Bristol karton
480255255011,Bristol karton
480255305011,Bristol karton
480255905011,Bristol karton
480256805011,Bristol karton
480258105011,Bristol karton
480258905011,Bristol karton
200921000000,Brix değeri 20'yi geçmeyenler
070410100012,Brokoli
280130900000,Brom
293333000014,Bromazepam (INN)
390390200000,Bromlanmış polistiren (ağırlık itibariyle % 58 veya daha fazla fakat
291590700045,Bromo asetik asit
290369190015,Bromoform
381300000013,"Bromoklordiflormetan, bromotriflormetan veya dibromotetrafloretan içerenler"
381300000016,Bromoklormetan içerenler
380891900011,Bromoklormetan ya da bromometan (Metil bromür) içerenler
380892200011,Bromoklormetan ya da bromometan (Metil bromür) içerenler
380892900011,Bromoklormetan ya da bromometan (Metil bromür) içerenler
380893270011,Bromoklormetan ya da bromometan (Metil bromür) içerenler
380893300011,Bromoklormetan ya da bromometan (Metil bromür) içerenler
380893900011,Bromoklormetan ya da bromometan (Metil bromür) içerenler
380894900011,Bromoklormetan ya da bromometan (Metil bromür) içerenler
380899100011,Bromoklormetan ya da bromometan (Metil bromür) içerenler
380899900011,Bromoklormetan ya da bromometan (Metil bromür) içerenler
290376100000,Bromoklorodiflorometan (Halon1211)
382720000000,"Bromoklorodiflorometan (Halon1211), bromotriflorometan (Halon1301) veya"
382740000000,Bromometan (metil bromür) veya bromoklorometan içerenler
290376200000,Bromotriflorometan (Halon1301)
321290000011,Bronz patlar
848710100000,Bronzdan olanlar
293491000012,Brotizolam (INN)
070420000000,Brüksel lahanası
841690000011,Brülörlere ait olanlar
901310100000,"Bu fasılda veya XVI. Bölümdeki makina, alet, cihaz veya tertibatın aksam ve"
441410100000,Bu Fasılın 2 no.lu ek notunda belirtilen tropikal ağaçlardan olanlar
442011100000,Bu Fasılın 2 no.lu ek notunda belirtilen tropikal ağaçlardan olanlar
442090910000,Bu Fasılın 2 no.lu ek notunda belirtilen tropikal ağaçlardan olanlar
320810100000,Bu fasılın 4 numaralı notunda belirtilen çözeltiler
590699100000,Bu fasılın 5 (c) notunda belirtilen mensucat
630420000000,Bu Faslın 1 no.lu alt pozisyon notunda belirtilen türden cibinlikler
240311000000,Bu faslın 1 nolu alt pozisyon notunda belirtilen nargile tütünleri
852581000000,Bu faslın 1 nolu alt pozisyon notunda belirtilen yüksek hızlı eşya
350400100000,Bu faslın 1 no'lu ek notunda belirtilmiş olan konsantre süt proteinleri
560314200000,Bu faslın 1 nolu ek notunda tanımlanan poliesterden taşıyıcı levha
560394200000,Bu faslın 1 nolu ek notunda tanımlanan poliesterden taşıyıcı levha
230990200000,Bu faslın 5 Nolu Ek Notunda belirtilen ürünler
820590900000,Bu pozisyonun iki veya daha fazla alt pozisyonunda yer alan
110429510000,Buğday
110430100000,Buğday
110720000011,Buğday
110900000000,Buğday gluteni (kurutulmuş olsun olmasın)
110320600000,Buğdaydan
110429810000,Buğdaydan
840290009011,Buhar boruları
840290009012,Buhar domları
840420000000,Buhar güç üniteleri için kondansörler
848180990013,Buhar kapanları
840290009013,Buhar toplayıcı borular (kollektörler)
840410009013,Buhar ve ısı akümülatörleri
030695110000,Buharda veya suda haşlanarak pişirilmiş
841280100000,Buharla çalışan makinalar
841290801000,Buharla çalışan makinalara ait olanlar
860290000012,Buharlı lokomotifler
851640000011,Buharlı ütüler
842290100000,Bulaşık yıkama makinalarına ait olanlar
843142000000,Buldozer ve angledozer bıçakları
842911000011,Buldozerler
842919000011,Buldozerler
190430000000,Bulgur
670100000013,Bunlardan mamul eşya
821490001500,Bunların adi metallerden sapları
293911000017,Buprenorphine (INN)
120929800015,Burçak (Vicia ervilia Willd.)
500600909012,Buret ipliği
293359950034,Buspiron (INN)
020312110000,But ve but parçaları
020322110000,But ve but parçaları
020713600000,But ve but parçaları
020714600000,But ve but parçaları
020744610000,But ve but parçaları
020745100011,But ve but parçaları
020745610000,But ve but parçaları
020754610000,But ve but parçaları
020755610000,But ve but parçaları
020760610000,But ve but parçaları
021011110000,But ve but parçaları
021011310000,But ve but parçaları
020422500000,But veya yarım but
020442500000,But veya yarım but
020450190000,But veya yarım but
020450590000,But veya yarım but
293353900011,Butabarbital (INN)
400220000000,Butadien kauçuk (BR)
293353900022,Butalbital(INN)
290513000000,Butan1ol (nbutil alkol)
291412000000,Butanon (metil etil keton)
291612000013,Butil akrilat
291811000022,Butil laktat
291614000013,Butil metakrilat
293149600000,Butil metilfosfinat
291590700044,Butilbromasetat
291560190011,Butirik asit
291560190019,Butirik asitlerin diğer tuzları ve esterleri
020726600000,Butun alt kısmı ve parçaları
020727600000,Butun alt kısmı ve parçaları
950670100000,Buz patenleri
841869009912,Buz yapma makineleri
851240000012,Buzlanma veya buğulanmayı önleyici cihazlar
700319901011,Buzlu renkli cam
700319901012,Buzlu renksiz cam
700312911000,"Buzlu,renkli,dalgalı ve çizgili camlar"
700312991000,"Buzlu,renkli,dalgalı ve çizgili camlar"
846594000000,Bükme veya birleştirme makinaları
030742200000,Bülbüliye kalamarya (Loligo spp.)
030749400000,Bülbüliye kalamarya (Loligo spp.)
370310000011,Büro makinalarında kullanılan kağıtlar
830520001000,Bürolarda kullanılanlar
271114000014,Bütadien
271129000016,Bütadien
271129000012,Bütan
290539200000,"Bütan 1,3diol"
290110001011,Bütanlar
290123000000,Büten (bütilen) ve izomerleri
290960900011,Bütil peroksit
291550000014,Bütil propionat
291570501013,Bütil stearat
271114000013,Bütilen
271129000015,Bütilen
030612100000,Bütün
030632910000,Bütün
030692100000,Bütün
410441510000,"Bütün halindeki derileri (birim yüzey alanı 2,6 m2.yi geçenler)"
410419510000,"Bütün halindeki post ve derileri (birim yüzey alanı 2,6 m2.yi geçenler)"
410449510000,"Bütün halindeki post ve derileri (birim yüzey alanı 2,6 m2.yi geçenler)"
020713300000,Bütün kanatlar (kanat uçları olsun olmasın)
020714300000,Bütün kanatlar (kanat uçları olsun olmasın)
020726300000,Bütün kanatlar (kanat uçları olsun olmasın)
020727300000,Bütün kanatlar (kanat uçları olsun olmasın)
020744310000,Bütün kanatlar (kanat uçları olsun olmasın)
020745310000,Bütün kanatlar (kanat uçları olsun olmasın)
